Date,Open,High,Low,Close,Adj Close,Volume
2015-01-02,138.47000122070312,139.0500030517578,137.16000366210938,138.4499969482422,113.41990661621094,1111700
2015-01-05,137.9600067138672,138.6300048828125,135.3800048828125,135.55999755859375,111.05237579345703,1437100
2015-01-06,135.77999877929688,136.61000061035156,134.17999267578125,135.72000122070312,111.18346405029297,2766800
2015-01-07,135.7899932861328,136.6699981689453,134.97000122070312,135.1999969482422,110.75751495361328,2067200
2015-01-08,136.1300048828125,138.57000732421875,135.97000122070312,138.4600067138672,113.42813110351562,3858400
2015-01-09,138.3699951171875,139.50999450683594,137.3800048828125,138.97000122070312,113.84588623046875,3032700
2015-01-12,139.58999633789062,139.60000610351562,137.52999877929688,137.89999389648438,112.9693603515625,1386200
2015-01-13,139.50999450683594,140.75,136.69000244140625,137.7899932861328,112.8792495727539,1722100
2015-01-14,135.8300018310547,137.82000732421875,135.39999389648438,137.35000610351562,113.0273666381836,1258800
2015-01-15,138.16000366210938,138.47999572753906,136.74000549316406,137.7100067138672,113.32366180419922,1481500
2015-01-16,137.49000549316406,139.14999389648438,136.80999755859375,139.07000732421875,114.44281005859375,1681500
2015-01-20,139.08999633789062,139.88999938964844,136.61000061035156,138.08999633789062,113.63631439208984,1761500
2015-01-21,138.30999755859375,139.33999633789062,137.80999755859375,138.88999938964844,114.29462432861328,1197900
2015-01-22,139.4199981689453,141.55999755859375,138.4600067138672,141.2100067138672,116.20380401611328,1311200
2015-01-23,141.16000366210938,142.41000366210938,140.3300018310547,141.32000732421875,116.29434967041016,895600
2015-01-26,141.1300048828125,141.1300048828125,139.50999450683594,140.05999755859375,115.2574234008789,1223300
2015-01-27,138.3300018310547,138.75,137.0500030517578,137.1999969482422,112.9039306640625,1590100
2015-01-28,139.0,141.9199981689453,136.1300048828125,136.39999389648438,112.24556732177734,2764700
2015-01-29,136.32000732421875,136.83999633789062,133.0399932861328,134.47999572753906,110.66560363769531,3133200
2015-01-30,132.8300018310547,135.11000061035156,132.6300048828125,133.2100067138672,109.62047576904297,3479800
2015-02-02,133.88999938964844,136.49000549316406,132.5,136.1199951171875,112.01519775390625,2031000
2015-02-03,136.89999389648438,139.10000610351562,136.47000122070312,138.9499969482422,114.34398651123047,1893100
2015-02-04,138.75,139.8699951171875,138.25999450683594,138.52999877929688,113.99842071533203,1500500
2015-02-05,138.55999755859375,139.1999969482422,138.02000427246094,138.69000244140625,114.13008880615234,1399500
2015-02-06,138.69000244140625,140.35000610351562,138.3000030517578,139.2899932861328,114.6238021850586,1428400
2015-02-09,138.64999389648438,139.25999450683594,136.6300048828125,136.94000244140625,112.68997955322266,1902100
2015-02-10,138.72999572753906,138.72999572753906,136.6999969482422,138.16000366210938,113.69393157958984,1361300
2015-02-11,138.08999633789062,138.24000549316406,136.32000732421875,137.2100067138672,112.91215515136719,1297400
2015-02-12,137.27000427246094,138.5500030517578,137.05999755859375,138.14999389648438,113.68569946289062,860900
2015-02-13,137.6999969482422,138.1999969482422,136.97000122070312,137.61000061035156,113.2413330078125,1361700
2015-02-17,137.30999755859375,138.25999450683594,136.25999450683594,138.0500030517578,113.6034164428711,1242400
2015-02-18,137.74000549316406,138.89999389648438,137.63999938964844,138.66000366210938,114.10535430908203,755200
2015-02-19,138.33999633789062,139.9199981689453,138.00999450683594,139.50999450683594,114.80484008789062,741900
2015-02-20,139.32000732421875,142.5500030517578,139.0399932861328,142.24000549316406,117.05139923095703,1341200
2015-02-23,141.74000549316406,142.0500030517578,140.77000427246094,141.25999450683594,116.24494171142578,747400
2015-02-24,140.8800048828125,142.05999755859375,140.82000732421875,141.67999267578125,116.59059143066406,764100
2015-02-25,141.67999267578125,141.67999267578125,139.97999572753906,140.13999938964844,115.32328796386719,735300
2015-02-26,140.1999969482422,140.63999938964844,139.0,139.42999267578125,114.73902893066406,1059500
2015-02-27,139.05999755859375,139.5399932861328,138.72999572753906,138.77999877929688,114.20411682128906,1267800
2015-03-02,138.77999877929688,140.6199951171875,138.77999877929688,139.8000030517578,115.0434799194336,1278200
2015-03-03,139.1199951171875,139.1699981689453,136.35000610351562,137.08999633789062,112.81339263916016,1513400
2015-03-04,136.52999877929688,137.52999877929688,136.02999877929688,136.25,112.12216186523438,1866600
2015-03-05,136.2100067138672,137.27999877929688,135.74000549316406,136.42999267578125,112.27027130126953,1660500
2015-03-06,135.66000366210938,136.2100067138672,134.47999572753906,134.60000610351562,110.76433563232422,1393100
2015-03-09,134.3699951171875,136.55999755859375,134.07000732421875,135.9199981689453,111.85059356689453,1115300
2015-03-10,134.50999450683594,134.99000549316406,132.6300048828125,132.69000244140625,109.19258117675781,1997000
2015-03-11,133.4499969482422,133.77000427246094,132.07000732421875,132.3000030517578,108.87163543701172,1495100
2015-03-12,132.5399932861328,134.07000732421875,132.5399932861328,133.6699981689453,109.9990463256836,1520000
2015-03-13,133.5399932861328,134.85000610351562,131.3300018310547,132.19000244140625,108.78112030029297,1627300
2015-03-16,132.94000244140625,135.02000427246094,132.80999755859375,134.97000122070312,111.0688247680664,1899800
2015-03-17,134.27000427246094,134.5500030517578,133.39999389648438,134.1300048828125,110.37757873535156,1171200
2015-03-18,133.5,136.2899932861328,132.4499969482422,136.1199951171875,112.01519775390625,2032800
2015-03-19,135.55999755859375,136.27000427246094,135.02000427246094,135.27999877929688,111.32394409179688,1628500
2015-03-20,135.60000610351562,137.3000030517578,134.89999389648438,135.41000366210938,111.43089294433594,5233200
2015-03-23,136.4499969482422,137.02999877929688,135.8300018310547,135.8800048828125,111.81768798828125,1596600
2015-03-24,135.83999633789062,137.1699981689453,135.1199951171875,135.1999969482422,111.25811767578125,1435100
2015-03-25,135.8800048828125,136.52999877929688,133.6699981689453,133.75999450683594,110.07307434082031,1803500
2015-03-26,132.99000549316406,135.0500030517578,132.27999877929688,134.52999877929688,110.70675659179688,1856200
2015-03-27,134.35000610351562,135.32000732421875,134.13999938964844,135.0399932861328,111.12639617919922,945700
2015-03-30,135.66000366210938,138.0500030517578,135.17999267578125,137.50999450683594,113.15902709960938,1099100
2015-03-31,136.47999572753906,137.0,135.6699981689453,135.72999572753906,111.6942367553711,1286400
2015-04-01,135.07000732421875,135.13999938964844,132.67999267578125,133.97999572753906,110.25411224365234,1131400
2015-04-02,134.08999633789062,135.17999267578125,133.6199951171875,133.72999572753906,110.04840087890625,815200
2015-04-06,133.25999450683594,136.0800018310547,133.00999450683594,135.50999450683594,111.51319885253906,1112100
2015-04-07,135.8000030517578,136.2100067138672,134.9499969482422,135.0,111.0934829711914,1610600
2015-04-08,134.1999969482422,135.7100067138672,134.1999969482422,135.24000549316406,111.86274719238281,1157500
2015-04-09,135.2899932861328,136.5500030517578,134.7100067138672,135.77999877929688,112.30940246582031,845000
2015-04-10,136.22000122070312,136.82000732421875,135.5500030517578,135.91000366210938,112.41692352294922,1028100
2015-04-13,135.63999938964844,136.39999389648438,134.5500030517578,134.77000427246094,111.4739761352539,754100
2015-04-14,134.64999389648438,134.77000427246094,132.13999938964844,133.10000610351562,110.0926742553711,1486400
2015-04-15,133.6699981689453,134.4199981689453,132.47999572753906,132.60000610351562,109.67906951904297,1256900
2015-04-16,132.2899932861328,133.85000610351562,131.47000122070312,133.14999389648438,110.134033203125,1352500
2015-04-17,132.57000732421875,132.57000732421875,130.91000366210938,131.27000427246094,108.5789794921875,1223100
2015-04-20,132.0500030517578,133.8800048828125,131.94000244140625,133.27999877929688,110.2415542602539,776600
2015-04-21,133.82000732421875,134.1199951171875,132.7100067138672,133.13999938964844,110.12576293945312,742300
